the_geom;OBJECTID;CIV_1;PK_ID;Fecha_Fina;Estrategia;Programa;Zonas;Nombre_Loc;UPZ;Barrio;Tipo_de_In;Tipo_Malla;Eje_Vial_1;Tramo_Inic;Tramo_Fina;Longitud_S;Ancho__Seg;Km_Carril_;Km_Lineal;Km_Carril1;Longitud_B;Tipo_de_Ac;Estado_Eje;Mes_Report;Fusion_CIV;Fusion_PK_;Grupo_Cont;Ingeniero_;Director_d;TOTAL_AREA;LONGITUD_I;ASFALTO_PO;TOTAL_MEZC;GRANO_CAUC;CONCRETO_M;FRESADO_ES;No__HUECOS;SHAPE_Leng;SHAPE_Area
MULTIPOLYGON (((-74.09265449499998 4.681324378000056, -74.09265251899996 4.681322327000032, -74.09236660099998 4.681118250000055, -74.09236329323956 4.681117041448331, -74.09235988999995 4.681116136000071, -74.09235815399995 4.681115798000064, -74.09235196301783 4.681115240883883, -74.09234576216582 4.681115674556919, -74.09233970899999 4.6811170880000645, -74.09234208899994 4.681113548000042, -74.09235830299997 4.681089433000068, -74.09239181 4.681039601000066, -74.09239095060494 4.68104868771561, -74.09239149388316 4.681057798797216, -74.09239342699993 4.681066719000057, -74.09239395499998 4.681068399000026, -74.09239597621787 4.681073649606716, -74.09239848599998 4.681078685000045, -74.09244884099996 4.681115760000069, -74.09268445599997 4.681282519000035, -74.09268541399996 4.681283198000074, -74.09268935884731 4.681284770199175, -74.09269348930398 4.681285756585683, -74.09269771887752 4.681286136504502, -74.09270195899995 4.68128590200007, -74.09270660528063 4.6812849175696405, -74.09271103218855 4.681283197245977, -74.09271512399994 4.681280786000059, -74.09268916499997 4.681316242000037, -74.09266182299996 4.6813535870000464, -74.09266257756104 4.681348834488736, -74.09266262930196 4.681344022727202, -74.09266197711115 4.681339255089074, -74.09266063499996 4.681334634000052, -74.09265893356101 4.681330820829692, -74.09265676099994 4.681327255000042, -74.09265449499998 4.681324378000056)));19;10,008,372;158.105;Fri Jul 31 00:00:00 COT 2020;Infraestructura y Gestion de Transito;IMV-PR-003;Zona 02;ENGATIVA;LAS FERIAS;LA ESTRADA;Mantenimiento;LO;CL 70;KR 69M;KR 69P;44.48;5.78;0.09;0;0.06;0;PA;Terminado;Julio;0;0;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING. ALEXANDER SANDOVAL;171.65;0;0;34.36;0;0;0;172;10.205.519.484;20.946.451.237
MULTIPOLYGON (((-74.09753429499995 4.711819784000056, -74.09755307899997 4.7117994140000405, -74.09755341399995 4.711799061000022, -74.09755353999998 4.711798926000029, -74.09762126799995 4.71172471400007, -74.09767311699994 4.711772197000073, -74.09763853399996 4.711810208000031, -74.09758630299996 4.711868082000024, -74.09753429499995 4.711819784000056)));20;10,002,154;161.349;Tue Jan 14 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Conservacion;Zona 02;ENGATIVA;MINUTO DE DIOS;PRIMAVERA;Mantenimiento;CM;KR 90;CL 89BIS;CL 89BIS;14.48;7.72;0.04;0;0;0;PA;Terminado;Enero;0;0;Parcheo;XIMENA VARGAS;ING.MARY LUZ MORA / ING. JESUS FORERO;13.65;65;928,571,428,571;0.85;0;0;0;14;399.480.269.395;910.366.647.299
MULTIPOLYGON (((-74.14586716799994 4.617132717000061, -74.14582793899996 4.617084180000063, -74.14583375753824 4.617087732641547, -74.1458400548666 4.617090344212872, -74.14584667992862 4.617091952069281, -74.14585347380647 4.617092517642513, -74.14586027353279 4.617092027365949, -74.14586691599999 4.617090493000035, -74.14587333126227 4.617087906846214, -74.14587926299998 4.617084349000038, -74.14607653899998 4.616920794000066, -74.146083241 4.616915242000061, -74.14612348899993 4.6169641590000765, -74.14610025799993 4.616983404000052, -74.14609876999998 4.616984240000022, -74.14592186799996 4.617130662000022, -74.14591655751798 4.617136215226394, -74.14591215712629 4.617142514122719, -74.14590876999995 4.617149411000071, -74.14590632311953 4.617157414920481, -74.14590523619955 4.617165713629459, -74.14590553928578 4.617174077725612, -74.14590722399998 4.617182276000051, -74.14586716799994 4.617132717000061)));21;8,007,504;148.749;Tue May 26 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Misionalidad;Zona 05;KENNEDY;CARVAJAL;PROVIVIENDA OCCIDENTAL;Mantenimiento;LO;KR 72QBIS;CL 37 S;CL 37 BIS S;33.82;7.25;0.08;0;0;0;SF;Terminado;Mayo;0;0;Sello de Fisuras;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;0;280;40;0;0;0;0;0;827.334.194.569;199.586.114.382
MULTIPOLYGON (((-74.13691205499998 4.603528302000029, -74.13693047399994 4.603503274000047, -74.13693197959604 4.603502271112819, -74.13693334930173 4.603501089373111, -74.13693456199996 4.603499747000058, -74.13705883299997 4.6033427530000495, -74.13711286599994 4.603383851000046, -74.13710546599998 4.603393428000061, -74.13699390299996 4.603538196000045, -74.13697082799996 4.603567663000035, -74.13696430499994 4.603563287000043, -74.13691205499998 4.603528302000029)));22;8,011,114;148.174;Thu Mar 19 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Misionalidad;Zona 05;KENNEDY;CARVAJAL;ALQUERIA LA FRAGUA;Mantenimiento;LO;KR 68DBIS;CL 38A S;CL 38B S;26.05;7.67;0.07;0;0.03;0;PA;Terminado;Marzo;0;0;Parcheo;ANDRES FELIPE ALDANA CHARRY;ING. CARLOS MENDEZ / ING. EDGAR QUIJANO;88.3;0;0;10.95;0;0;0;88;607.651.484.634;162.776.812.034
MULTIPOLYGON (((-74.02915132699997 4.738120017000028, -74.02915921099998 4.738100232000022, -74.02916487999994 4.738086004000024, -74.02917223399999 4.7380675480000605, -74.02936108999995 4.737593593000042, -74.02936338899997 4.737587404000067, -74.02936452599994 4.737580723000065, -74.02936523699998 4.737573398000052, -74.02936036899996 4.737559758000032, -74.02935777399995 4.737556127000062, -74.02935660199995 4.7375544880000575, -74.02934533099994 4.737549885000021, -74.02939740999994 4.7375644330000455, -74.02944557299998 4.7375778880000325, -74.02943753499994 4.7375784240000485, -74.02942568899994 4.737587253000072, -74.02941965799994 4.737598318000039, -74.02941645299995 4.73760621100007, -74.02922895399996 4.738082794000036, -74.02922468899999 4.738093632000073, -74.02921566599997 4.73811656700002, -74.02920581899997 4.738141596000048, -74.02915132699997 4.738120017000028)));23;1,002,205;137.593;Mon Jul 13 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Conservacion;zona 01;USAQUEN;SAN CRISTOBAL NORTE;SAN CRISTOBAL NORTE;Mantenimiento;LO;KR 8D;AC 161;CL 161A;67.27;6.42;0.14;0;0;0;SF;Terminado;Julio;0;0;Sello de Fisuras;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING.JESUS FORERO;0;87;12.43;0;0;0;0;0;14.025.200.604;351.482.820.588
MULTIPOLYGON (((-74.03562680799996 4.697766752000064, -74.03568019199997 4.69765553600007, -74.03594993799999 4.697100041000056, -74.03600700099997 4.696976393000057, -74.03630724799996 4.696358264000025, -74.03636052699994 4.6963841250000655, -74.03570928799996 4.697745700000041, -74.03568318999999 4.697794146000035, -74.03562680799996 4.697766752000064)));24;1,005,026;136.806;Thu Jun 25 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;Ciclocarriles;Zona 01;USAQUEN;SANTA BARBARA;SANTA BARBARA CENTRAL;Mantenimiento;AR;AK 11;CL 118;CL 119;173.16;6.93;0.34;0;0.05;0;PA/BA;Terminado;Junio;0;0;Parcheo;JESICA ALEXANDRA ARDILA DÍAZ;ING. ORLANDO RIVERA/ING. SANTIAGO VARGAS;166.1;0;0;36.14;0;0;0;166;325.050.204.741;9.770.460.094
MULTIPOLYGON (((-74.08054688499993 4.589112380000074, -74.08060220499993 4.58902104300006, -74.08060090699996 4.589028962000043, -74.08060178099998 4.589034937000065, -74.08060526599996 4.589042169000038, -74.08060940899998 4.589046536000069, -74.08107887699998 4.589350771000056, -74.08130803199998 4.589496805000067, -74.08145424699995 4.589591531000053, -74.08154256799997 4.589648750000038, -74.08154815699999 4.589652370000067, -74.08154519599998 4.589657482000064, -74.08149253799996 4.589737569000022, -74.08148673799997 4.5897336620000715, -74.08148641799994 4.589733446000025, -74.08145854699995 4.589714668000056, -74.081440919 4.5897021830000435, -74.08121976199999 4.589551276000066, -74.08097948199998 4.589386012000034, -74.08073560599996 4.589243879000037, -74.08054137399995 4.589132234000033, -74.08053702999996 4.589129737000064, -74.08053652499996 4.589129485000058, -74.08054688499993 4.589112380000074)));25;3,001,122;144.112;Wed Jun 03 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Ciclocarriles;Zona 03;SANTA FE;LAS CRUCES;LAS CRUCES;Mantenimiento;CM;CL 2;KR 7;KR 8;125.9;10.48;0.44;0;0.01;0;PA;Terminado;Junio;0;0;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;30.72;0;0;6.68;0;0;0;31;250.775.084.576;10.741.479.333
MULTIPOLYGON (((-74.05587946799994 4.649715136000054, -74.05611868099999 4.649381199000061, -74.05611930499998 4.649380294000025, -74.05611939699997 4.649380159000032, -74.05635965299996 4.64903158900006, -74.05637430399997 4.649010334000025, -74.05637969199995 4.649002517000042, -74.05642608899996 4.649034713000049, -74.05642207999995 4.6490404980000335, -74.05596254899996 4.649703699000042, -74.05593104799993 4.649748910000028, -74.05587946799994 4.649715136000054)));26;2,001,366;141.7;Tue May 26 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Misionalidad;Zona 02;CHAPINERO;PARDO RUBIO;GRANADA;Mantenimiento;LO;KR 4A;CL 66 BIS;CL 67;96.33;6.34;0.2;0;0.2;0;CC;Terminado;Mayo;0;0;Cambio de Carpeta;DIEGO MAURICIO BORDA CARDOZO;ING LUIS MARIN / ING. ANDREA TORRES;596.23;0;0;138.54;0;0;0;0;185.781.331.781;497.093.903.702
MULTIPOLYGON (((-74.09762126799995 4.71172471400007, -74.09783245599994 4.711493307000069, -74.09786603099997 4.711460106000061, -74.09791329099994 4.711508213000059, -74.09780247999998 4.711630009000032, -74.09767311699994 4.711772197000073, -74.09762126799995 4.71172471400007)));27;10,000,099;163.659;Tue Jan 14 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Conservacion;Zona 02;ENGATIVA;MINUTO DE DIOS;PRIMAVERA;Mantenimiento;CM;KR 90;CL 89;CL 89BIS;39.7;7.75;0.1;0;0;0;PA/SF;Terminado;Enero;0;0;Parcheo;XIMENA VARGAS;ING.CARLOS CASTAÑO / ING. JESUS FORERO;70.89;110;157,142,857,143;8.64;0;0;0;71;855.141.162.963;250.647.074.487
MULTIPOLYGON (((-74.11899272999995 4.694716189000076, -74.11902990199997 4.6946588590000715, -74.11907012799998 4.694681947000049, -74.11907280299994 4.6946846310000305, -74.11907596999998 4.694686467000054, -74.11908420599997 4.6946918350000715, -74.11925728199998 4.694794950000073, -74.11934188499998 4.694845518000022, -74.11936715299998 4.694860915000049, -74.11939340699996 4.694876312000076, -74.11942458799996 4.694895239000061, -74.11943204999994 4.694898912000042, -74.11943305799997 4.694899624000072, -74.11943584999995 4.694901596000022, -74.11943978999994 4.694902514000034, -74.11944394399995 4.694903432000047, -74.11944816699997 4.69490428000006, -74.11947943699994 4.694923612000025, -74.11943953999997 4.694984773000044, -74.11937105899995 4.6949434330000495, -74.11929670499995 4.694898549000072, -74.11914947399998 4.694809884000051, -74.11914311299995 4.694806051000057, -74.11914204999994 4.694805400000064, -74.11906496599995 4.694758979000028, -74.11905764099998 4.694754640000042, -74.11901753099994 4.694730883000034, -74.11899867499994 4.694719709000026, -74.11899272999995 4.694716189000076)));28;10,006,622;164.657;Wed Aug 12 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Conservacion;Zona 02;ENGATIVA;ALAMOS;LOS ANGELES;Mantenimiento;LO;CL 66;KR 96A;KR 97;57.84;7.61;0.15;0;0.03;0;PA;Terminado;Agosto;0;0;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING.JESUS FORERO;76.57;0;0;12.92;0;0;0;77;118.520.497.144;358.533.207.223
MULTIPOLYGON (((-74.11310326999995 4.671140143000059, -74.11308674899993 4.67080024400002, -74.11308569399995 4.670793960000026, -74.11308449699999 4.670789439000032, -74.11308224599998 4.670784920000074, -74.11308167399994 4.670731558000057, -74.11314311099994 4.670729490000042, -74.11314537099997 4.670770497000035, -74.11314594699996 4.6707777560000645, -74.11315141599994 4.670787745000041, -74.11316107299996 4.670793721000052, -74.11317673099995 4.670793685000035, -74.11318897899997 4.67089283100006, -74.11316698799999 4.6708903160000546, -74.11316062699996 4.6708937600000695, -74.11315166199995 4.670903685000042, -74.11317733999994 4.671404651000046, -74.11311447299994 4.671404650000056, -74.11310980399998 4.671350804000042, -74.11311047899994 4.671344870000041, -74.11311247999998 4.671327289000033, -74.11311086299997 4.671294732000035, -74.11310938699995 4.6712649300000635, -74.11310812199999 4.671239577000051, -74.11310326999995 4.671140143000059)));29;10,009,538;158.462;Fri Aug 28 00:00:00 COT 2020;Infraestructura y Gestion de Transito;IMV-PR-003;Zona 02;ENGATIVA;ALAMOS;NORMANDIA OCCIDENTAL;Mantenimiento;CM;DG 47;KR 74A;KR 74B;74.67;7.33;0.18;0;0.1;0;PA;Terminado;Agosto;0;0;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;299;0;0;40.3;0;0;0;299;15.302.081.781;445.506.347.878
MULTIPOLYGON (((-74.15422543599993 4.618678302000035, -74.15422571199746 4.618674557735857, -74.15422534799995 4.618670821000023, -74.15416918799997 4.61833839600007, -74.15416843658286 4.618335820495158, -74.15416738099998 4.618333354000072, -74.15416058499994 4.6182942150000486, -74.15420803199999 4.618285920000063, -74.15427939399996 4.618705123000041, -74.15427960818194 4.618710130943448, -74.15427904596523 4.618715111835281, -74.15427772085458 4.61871994603148, -74.15427566468 4.618724517411704, -74.15427292683202 4.618728716168611, -74.15426957307544 4.618732441445498, -74.15426568396953 4.618735603758945, -74.15426135293299 4.618738127148251, -74.15425668399996 4.618739951000066, -74.15423626399996 4.618742397000063, -74.15422543599993 4.618678302000035)));30;8,007,202;146.254;Wed Jul 01 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Misionalidad;Zona 05;KENNEDY;KENNEDY CENTRAL;CIUDAD KENNEDY CENTRAL;Mantenimiento;LO;CL 40D S;TV 78;TV 78A;50.41;5.23;0.09;0;0.02;0;PA/BA;Terminado;Julio;0;0;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING.JESUS FORERO;23.8;0;0;1.68;0;0;0;24;993.874.545.099;214.616.129.654
MULTIPOLYGON (((-74.06473209899997 4.6481156630000555, -74.06472595699995 4.648114028000066, -74.06468961899998 4.648107153000069, -74.06468883099996 4.648106978000044, -74.06466676499997 4.64810207200003, -74.06454335999996 4.6480746380000255, -74.06441911399997 4.6480518750000215, -74.06441626199995 4.648051352000039, -74.06387419499998 4.64795203700004, -74.06385704899998 4.6479488960000594, -74.06385137694762 4.647948965079973, -74.06384578776017 4.6479499335496754, -74.06384042313792 4.647951776855969, -74.06383541908787 4.647954448266291, -74.06383090247559 4.647957880053505, -74.06382698780884 4.6479619852129614, -74.0638237743345 4.647966659668292, -74.06382134352242 4.647971784910008, -74.06381975699998 4.647977231000027, -74.06382126099999 4.6479685990000235, -74.06383297899998 4.647908706000067, -74.06383792599996 4.6478834220000635, -74.06384519399995 4.647846271000049, -74.06384567739002 4.647853232004503, -74.06384736059887 4.647860003714544, -74.06385019262139 4.647866380931602, -74.06385408764069 4.647872170411164, -74.06385892762863 4.647877196718525, -74.0638645659223 4.64788130754488, -74.06387083166831 4.647884378322623, -74.06387753499996 4.64788631600004, -74.06387860299998 4.647886516000028, -74.06464214099998 4.648029563000023, -74.06467561299996 4.648035834000041, -74.06473494199997 4.648049426000057, -74.06473776999997 4.64804990600004, -74.06474832599999 4.648051696000039, -74.06475181861043 4.648052281141888, -74.06475535987144 4.6480522673813285, -74.06475884782904 4.648051655114536, -74.06476218206393 4.648050461968849, -74.06476526658248 4.648048722295284, -74.06476801258053 4.64804648617955, -74.06477034099998 4.648043818000077, -74.06476346399995 4.648081934000061, -74.06476266699997 4.648086349000039, -74.06475439799993 4.648132162000024, -74.06475361385804 4.648130014547806, -74.06475259499996 4.64812796800004, -74.06475105681555 4.648125650404331, -74.06474921742304 4.648123563805107, -74.06474711107617 4.648121747059673, -74.06474477699999 4.648120234000032, -74.06474464599997 4.648120154000026, -74.06474275501392 4.648118970818942, -74.06474076199999 4.6481179690000545, -74.06473209899997 4.6481156630000555)));31;2,001,412;142.812;Fri Jul 17 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Conservacion;Zona 02;CHAPINERO;CHAPINERO;CHAPINERO CENTRAL;Mantenimiento;CM;CL 61;KR 13;AK 14;105.08;7.19;0.25;0;0;0;SF;Terminado;Julio;0;0;Sello de Fisuras;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING.JESUS FORERO;0;182;26;0;0;0;0;0;216.159.636.408;615.286.162.261
MULTIPOLYGON (((-74.16196373199995 4.616854106000062, -74.16220984599994 4.6167061380000405, -74.16221265534324 4.61670387625881, -74.16221504399994 4.61670117400007, -74.16221691433586 4.61669816753924, -74.16221826464792 4.616694894372502, -74.16221905814825 4.616691443673964, -74.16221927321874 4.616687909454409, -74.16221890399999 4.616684388000067, -74.16223866599995 4.616718647000027, -74.16225442099994 4.61674595900007, -74.16225101142506 4.616744288475706, -74.16224738212824 4.616743173102554, -74.16224362285361 4.616742640461205, -74.1622398265593 4.616742703722644, -74.16223608711884 4.616743361322561, -74.16223249699993 4.616744597000036, -74.16222919499995 4.616746348000049, -74.16216183899996 4.616786457000046, -74.16197363799995 4.616894427000034, -74.16194731999997 4.616909526000029, -74.16192899599997 4.616918665000071, -74.16187044099998 4.616943480000032, -74.16180984099998 4.616962708000074, -74.16174772699998 4.616976214000033, -74.16166477199994 4.616992305000053, -74.16165499499994 4.61694155400005, -74.16179408399995 4.616915949000031, -74.16192801299997 4.616871470000035, -74.16195349799995 4.616859082000076, -74.16196373199995 4.616854106000062)));32;8,007,560;146.881;Fri Sep 11 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Misionalidad;Zona 05;KENNEDY;KENNEDY CENTRAL;CIUDAD KENNEDY SUR;Mantenimiento;LO;TV 78I;CL 42C S;CL 42F S;70;6.1;0.14;0;0.14;0;CC;Terminado;Septiembre;0;0;Cambio de Carpeta;ANDRES FELIPE ALDANA CHARRY;ING. CARLOS MENDEZ/ING.SAMUEL SANCHEZ;427;0;0;89.38;0;0;0;0;140.511.488.305;291.955.501.328
MULTIPOLYGON (((-74.16264077399995 4.6169445440000345, -74.16269703599994 4.6169118790000425, -74.16312443299995 4.616663745000039, -74.16312624930161 4.616662902867283, -74.16312816399994 4.616662318000067, -74.16313057378919 4.616661969826755, -74.1631330079031 4.616662028122292, -74.16313539826203 4.616662491256217, -74.16313767801014 4.616663346275158, -74.16313978338528 4.616664569265126, -74.16314165550226 4.616666126020367, -74.16314324199993 4.616667973000062, -74.16315881299994 4.616694725000059, -74.16309063599994 4.6167353340000545, -74.16309024299994 4.616735568000025, -74.16268536899997 4.616976733000058, -74.16268489799995 4.616977013000053, -74.16268161501108 4.616978562895305, -74.1626781206787 4.61697954769603, -74.16267451150595 4.616979940204947, -74.16267088716751 4.616979729582121, -74.16266734775687 4.616978921644331, -74.16266399102207 4.61697753870443, -74.16266090966623 4.616975618955127, -74.16265818878728 4.616973215414221, -74.16265590352782 4.6169703944604015, -74.16265411699999 4.616967234000072, -74.16264077399995 4.6169445440000345)));33;8,007,562;146.895;Mon Aug 31 00:00:00 COT 2020;Infraestructura y Gestion de Transito;Misionalidad;Zona 05;KENNEDY;KENNEDY CENTRAL;CIUDAD KENNEDY SUR;Mantenimiento;LO;KR 78J;CL 42G S;CL 42GBIS S;63.46;5.21;0.11;0;0.07;0;PA;Terminado;Agosto;0;0;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING.JESUS FORERO;212.15;0;0;40.2;0;0;0;213;122.557.301.814;269.508.365.136
